Wavenumber,WD23MI02,WD33MI03,WD71AMI01,SH63MI10,SH01MI11,SH01MI05,WD23MI03A,FI38MI01C,SH01MI12B,CV09EMI05,FI38MI01B,SH01MI12A,OK14MI07,OK14MI12,AK96MI13,OK14MI01,WD35MI04A,OK14MI06C,Terry3MI04A,FI45MI02,AK96MI08,WD70MI03,Terry3MI03,WD12MI04A,FI45MI05,WD70MI01A,WD35MI02,WD07MI01A,FI45MI06,OK14MI08,WD70MI01B,WD12MI06,WD35MI01,OK14MI09,WD07MI01B,FI38MI05A,SH58MI01,SH63MI34,OK17MI05A,FI45MI04A,JFL30AMI12,VS73MI02,SH63MI24
451.2686,0.820063422,1.916834033,0.958119075,0.501156033,1.434566333,0.6397086,2.263864333,0.330772733,1.1794824,0.5859743,0.331403133,0.817392,2.981056,0.64346325,0.6487644,3.479909667,0.816371833,0.374355233,0.2711214,1.052288433,0.42573125,0.673407267,0.641772067,0.799921533,0.44185765,0.795416867,1.74099205,0.595309733,1.05506595,3.2597936,0.699575633,0.813621389,1.279718367,0.97663605,0.863600667,0.833221067,0.9123945,0.9456461,0.4801752,2.4508424,0.828558,0.7018526,0.929538533
453.1971,0.877189722,1.336441533,0.941436125,0.500734867,1.360695333,0.629507275,1.681016667,0.356202867,1.192645533,0.5930192,0.349306433,0.8493893,3.8315015,0.68573895,-0.01716705,5.301007667,0.8125104,0.379493433,0.261801267,0.9909518,0.48093235,0.663861733,0.643803756,0.801062933,0.0764449,0.7626963,1.49002915,0.552168733,0.997211,2.7542274,0.713713333,0.800732033,1.095626567,0.91623625,0.8258761,0.879885567,0.915035633,1.0056118,0.484736467,1.5611915,0.7953065,0.712755325,0.784155867
455.1256,0.937345844,1.103852333,0.912586525,0.497410833,1.284262,0.593033275,1.626049667,0.356920967,1.067104733,0.570390675,0.373614033,0.8674282,4.4535305,0.69139685,0.3376069,5.406479,0.835676467,0.378764667,0.262684967,1.010712767,0.4742824,0.667386,0.615597611,0.797720467,0.46679149,0.776244667,1.22742825,0.5810219,1.0811349,2.0541642,0.721953233,0.789704311,1.055591167,0.8350698,0.803946533,0.898692933,0.9329623,1.0252888,0.4770389,2.77358715,0.8372973,0.7049708,0.789101333
457.0541,0.855851911,0.994470167,0.907988225,0.497896233,1.232274667,0.61810695,1.617213667,0.361599367,1.0368562,0.545327625,0.399394833,0.898439367,3.7168195,0.69018085,1.1874117,4.103327033,0.856292867,0.3713059,0.261586467,1.017965067,0.43285655,0.663825167,0.571175622,0.817795567,0.467110755,0.795278867,0.9774321,0.5858094,1.194865,1.13671132,0.7195282,0.778407378,1.001387533,0.86240545,0.8058167,0.8924448,0.942871467,1.062288433,0.474068833,2.6401194,0.848572567,0.7188102,0.8275183
458.9826,0.740233411,0.980455667,0.907652075,0.496457667,1.234145333,0.648136625,1.752059333,0.350967967,1.026052033,0.527853325,0.4091348,0.9493604,3.0069495,0.69382975,1.19240595,3.398511333,0.882027867,0.365885833,0.255741467,0.9802839,0.4241749,0.6790754,0.596869067,0.8265421,0.25971668,0.806938867,0.8351783,0.5656194,1.152047,3.3544135,0.710252,0.793732467,0.985210633,0.91676255,0.798590733,0.8743708,0.938802233,1.031803433,0.471592833,1.896004085,0.8962378,0.720271075,0.836280933
460.9111,0.9258062,1.063702167,0.8999248,0.493747533,1.194755333,0.6363951,1.763968667,0.3620822,1.044140167,0.521064075,0.410239033,0.942159467,2.6742265,0.67875925,1.2686593,2.173875,0.865330133,0.3645368,0.2504874,0.933121433,0.39441645,0.689250367,0.660137889,0.824840033,0.75531378,0.800805,0.76176825,0.547586033,1.1412905,3.267893,0.704210733,0.786847578,0.936524133,0.9179182,0.797478967,0.873844233,0.929345,1.023856667,0.4655097,1.699363,0.908339967,0.716554125,0.843697367
462.8396,0.885898444,0.882249367,0.901781275,0.4899424,1.119698667,0.6174845,1.729897,0.3621098,0.909026633,0.517626275,0.400918333,0.930195467,2.244021,0.63972795,1.0026895,1.0033842,0.846037167,0.359838233,0.245663467,0.923295033,0.67395645,0.686506567,0.6334244,0.819495567,1.04744621,0.801886967,0.7101748,0.550405633,1.1350755,2.7904205,0.6985872,0.759987789,0.923346967,0.90851125,0.788011267,0.884732167,0.918649233,1.010406733,0.461156867,1.145551,0.904522933,0.71477345,0.836648967
464.7681,0.9885424,0.861927597,0.904485725,0.487813833,1.094810867,0.612216125,1.750511667,0.3543439,0.943844633,0.5132407,0.392499833,0.915319,1.8963735,0.601586,0.91500747,1.0764922,0.8388015,0.3559383,0.243866533,0.9270981,0.74836405,0.685411333,0.587832489,0.818504867,0.7971229,0.8030631,0.66520235,0.554857633,1.102661,2.783225,0.694053867,0.738295256,0.9387219,0.9275807,0.784417033,0.896578767,0.9176929,0.977179367,0.456845267,1.0570668,0.9053411,0.709737875,0.830148967
466.6966,1.223464067,1.078489967,0.910215425,0.484042933,1.108747,0.60957395,1.634817333,0.345539367,1.080111,0.5078611,0.380977933,0.9063534,1.3473345,0.58174285,1.339266,0.843728377,0.832812,0.3524533,0.241306433,0.9314227,0.54833805,0.680902533,0.602506533,0.815109433,0.99659345,0.799815833,0.66267315,0.552910433,1.03998655,2.7326905,0.685974433,0.709851444,0.860786567,0.9709029,0.783455433,0.896646533,0.913438,0.932989367,0.452898267,1.5094615,0.880906833,0.7086165,0.8012694
468.6251,1.347977478,1.168540133,0.9177222,0.480079567,1.109604333,0.6110664,1.582877667,0.339002867,1.189112333,0.509488075,0.354949767,0.907386833,0.93731605,0.5695645,1.1763754,0.388356067,0.832017367,0.349252233,0.238133267,0.9183355,0.84639153,0.682914633,0.630906511,0.810060033,1.29747,0.7983462,0.73205085,0.534930267,0.9569981,2.1169911,0.680580733,0.717634,0.9872938,0.9768917,0.779731,0.9036876,0.9058905,0.9044195,0.4508044,2.35902445,0.8527973,0.70122245,0.7601486
470.5536,1.595894667,1.201485267,0.925545825,0.476286133,1.095956667,0.61145195,1.703691667,0.3376573,1.250466333,0.5116649,0.323891333,0.9094963,0.8889016,0.56724455,0.323574025,0.45189737,0.834263033,0.343939667,0.234803467,0.909614067,0.835227615,0.690288033,0.650774611,0.798822567,0.661251955,0.789533033,0.7463676,0.513742033,0.89583775,2.0840665,0.676257733,0.7253186,1.105707367,0.96502135,0.7683142,0.9157687,0.901115433,0.873646667,0.448813,2.3555759,0.831597867,0.69398935,0.717292067
472.4821,1.126279156,0.803888533,0.930084975,0.472737633,1.093663,0.60381155,1.783869667,0.340063367,1.291228967,0.50785665,0.3033907,0.9140638,0.63906465,0.5633377,0.312996,0.522527533,0.837209933,0.3382827,0.2307162,0.919972633,0.86135605,0.696393867,0.604530744,0.7878292,0.21238311,0.788846767,0.7957241,0.500218667,0.8740074,0.426068735,0.6719596,0.694406933,1.213403567,0.93871775,0.761701267,0.915300967,0.8975262,0.855213,0.445848,2.3644776,0.813831967,0.680165725,0.6695142
474.4106,0.772400956,1.320305033,0.93329555,0.469408233,1.089286967,0.596246575,1.722915,0.340564533,1.310929333,0.502288975,0.2962803,0.904058067,0.7106513,0.55377325,0.229457,0.6154638,0.8328527,0.332428633,0.225902033,0.930130433,0.41855645,0.6931683,0.571503522,0.7815467,0.35824695,0.793904733,0.8233898,0.4814275,0.8950109,0.18369564,0.66689,0.704717011,1.273664633,0.90080635,0.753392,0.9097312,0.891557033,0.8379173,0.443625867,2.4684274,0.7984799,0.673023275,0.6442634
476.3391,0.9802255,1.392630533,0.9384633,0.466291467,1.076972133,0.60433395,1.6663183,0.345845767,1.3010994,0.49215305,0.287802067,0.899543833,0.94347785,0.56028155,0.25705585,0.4260329,0.832417267,0.323896533,0.2207808,0.9498979,0.36605165,0.6840955,0.574323133,0.7790209,0.521691,0.807195667,0.84725585,0.4644578,0.9141946,0.8934201,0.662163733,0.732278433,1.298179167,0.87702655,0.749582667,0.894880233,0.893915067,0.819994533,0.440295233,2.31725055,0.783848733,0.667473875,0.636155167
478.2676,1.374115144,1.689836267,0.943396075,0.462842567,1.092058,0.61797465,1.888737,0.343191833,1.269006567,0.474777125,0.286109367,0.914684167,1.07578765,0.57050085,0.69646965,0.3487143,0.831445833,0.312083867,0.213032367,0.967105967,0.68396715,0.6731358,0.582062933,0.774145633,1.617255,0.8172636,0.86277865,0.442635667,0.90615325,0.2017756,0.653773567,0.717092489,1.318332933,0.8452754,0.745844633,0.861518467,0.8935623,0.798807,0.4341742,0.7743457,0.7856322,0.666380825,0.6189702
480.1961,1.232399733,1.0358277,0.9553333,0.459742633,1.097959,0.61396105,2.166523333,0.336332533,1.232146367,0.4637516,0.305389667,0.926399867,0.9748504,0.57465135,-0.0624155,0.935273567,0.833929833,0.3014001,0.205091967,0.9800811,0.59649195,0.6684305,0.620238133,0.771793133,1.411618,0.826946933,0.85680945,0.4155758,0.87606015,-0.0224806,0.647898133,0.740264178,1.324836233,0.8124339,0.745058667,0.838102,0.8872898,0.774731967,0.4274978,0.46358635,0.8011358,0.65726205,0.5944907
482.1246,0.834044411,1.568877753,0.9649945,0.457247933,1.084414667,0.5854696,2.402021667,0.333685567,1.1957457,0.459746025,0.328980967,0.923199567,1.49992525,0.5566468,0.4842429,1.030718543,0.835856033,0.291552233,0.1973765,0.9797671,0.410404375,0.665038467,0.580205367,0.772836467,0.8165192,0.831090767,0.65460645,0.384137733,0.854094,0.5399021,0.644342,0.738530789,1.3041671,0.78506095,0.7456553,0.830013567,0.878124733,0.764646833,0.4220358,0.568026,0.824126667,0.65258405,0.597258933
484.0531,0.941397011,1.652623267,0.963271275,0.4545868,1.047717,0.558553725,2.560730667,0.337694633,1.117221967,0.457522275,0.343353933,0.9150724,1.7855564,0.54267115,0.078119895,1.2375594,0.8291032,0.282519267,0.189557267,0.963911,0.35992528,0.6590666,0.585427289,0.771977833,0.4176922,0.8297919,0.5763014,0.351175933,0.8626748,0.8766914,0.639387633,0.730957589,1.236838433,0.76141455,0.742621367,0.815786667,0.869460133,0.781767467,0.417791733,0.70819265,0.8472661,0.646107075,0.619655767
485.9816,1.055837911,1.7567706,0.95469025,0.451616833,0.986703467,0.533592875,2.630298667,0.3343632,1.025360667,0.459224175,0.353477367,0.887374867,1.93207665,0.52295485,0.429134922,0.7784945,0.8111933,0.273696933,0.1823251,0.9318221,0.40961385,0.6486315,0.606325678,0.768529267,1.0928379,0.826198233,0.7894406,0.320380667,0.85394865,0.953150605,0.630784767,0.716014644,1.135685333,0.7293165,0.730082367,0.786671933,0.856769433,0.8070423,0.414437033,0.51337955,0.865038533,0.644679125,0.645460533
487.9101,0.775877011,1.6109331,0.947799625,0.448444,0.913809467,0.505062675,2.60725,0.321439467,0.903397833,0.454614225,0.359945233,0.872335667,1.89997505,0.48313785,1.428802,1.913520667,0.794754733,0.264879433,0.176036633,0.908843633,0.3297757,0.639967033,0.588115289,0.768133633,0.88064795,0.817894733,0.9714033,0.308651,0.8571849,0.9339807,0.625161367,0.7543792,1.034705167,0.73202705,0.721000967,0.7741262,0.839418667,0.810608033,0.411086567,0.4596494,0.870154433,0.64018935,0.662946167
489.8386,0.832948,1.442390367,0.94437305,0.445423333,0.860746433,0.481897025,2.509678667,0.307372067,0.758710933,0.44775135,0.364378667,0.855073867,0.94904975,0.4417096,1.235624,2.391142233,0.7867045,0.258541733,0.169499667,0.887404333,0.2681933,0.627590633,0.606285933,0.7683952,0.81056675,0.797995267,0.8674782,0.300444767,0.86133855,0.59998875,0.619250667,0.733458544,0.939305433,0.7502724,0.711361467,0.778407467,0.822024867,0.788167467,0.405708067,0.53795195,0.866892267,0.637030475,0.658532467
491.7671,1.007294956,1.105124733,0.940797025,0.442334933,0.858706833,0.470160025,2.345648667,0.2902142,0.828647833,0.443147,0.354592033,0.828246133,1.5849077,0.4193925,1.02232755,2.955657667,0.788267467,0.2535679,0.164122867,0.8651598,0.33149415,0.6140193,0.588470756,0.763516933,0.23752726,0.7740252,0.8893547,0.2851126,0.8506324,0.63528135,0.6117471,0.662818656,0.8086037,0.7770467,0.699957667,0.787175067,0.812531467,0.767408267,0.3976384,0.73488135,0.864205633,0.629934625,0.639459833
493.6956,1.448965778,0.9834008,0.934911125,0.437601633,0.854277633,0.455044825,2.1139,0.272230267,0.8491004,0.441583075,0.334567867,0.829268933,1.5606475,0.4203858,0.4157984,2.927298667,0.807155167,0.248110867,0.1592723,0.835452767,0.2814369,0.602549567,0.557320067,0.7532109,0.5288804,0.749935867,1.25388725,0.2623084,0.8276635,0.6397273,0.599510667,0.644803711,0.675997033,0.79545775,0.6858358,0.784941833,0.804237267,0.774902767,0.389090733,0.7111715,0.851469767,0.630905725,0.613739233
495.6241,1.669481956,0.677681,0.925016725,0.433785133,0.8417874,0.451565775,2.066996667,0.253649433,0.872064367,0.442030825,0.3198406,0.853518133,1.312148,0.44210175,-0.071463915,3.060884333,0.827762433,0.243819767,0.154849567,0.805685467,0.23380565,0.6010506,0.531875433,0.746241467,0.6914966,0.723134167,1.70162845,0.232548367,0.8256972,0.31415994,0.585696533,0.689200356,0.849069967,0.8011922,0.669878267,0.781426867,0.7948396,0.776561133,0.381954167,0.5130819,0.838206333,0.628730225,0.584744267
497.5526,1.2359049,0.497450297,0.914119725,0.429305933,0.8273898,0.455245,2.032212,0.241349033,0.889914033,0.4361075,0.289533333,0.870512833,0.80697295,0.46997025,0.1342123,1.532829267,0.825995767,0.237666433,0.149043667,0.7912659,0.18319945,0.600351467,0.473926389,0.7411948,1.13064,0.7000076,1.71466215,0.207341883,0.86056865,1.22285095,0.572614033,0.720194044,0.918070433,0.8069644,0.653415833,0.769875933,0.782821467,0.764411167,0.375495067,0.4752374,0.815733433,0.62687865,0.573754333
499.4811,0.788528056,0.4820139,0.897006725,0.423898567,0.8301568,0.4622473,1.792491667,0.230285533,0.907843833,0.42491565,0.274628633,0.8773947,0.692327,0.4870086,0.35125469,1.198135633,0.812630733,0.231090233,0.1413053,0.786134567,0.085105618,0.5923335,0.463967344,0.738025433,0.4960702,0.685229767,1.6689924,0.185925533,0.8728957,0.921395,0.560247533,0.7389637,0.959386867,0.790062,0.646618767,0.7548483,0.773787733,0.7583211,0.369063967,0.74733255,0.785431467,0.622944825,0.566233333
501.4096,0.888455567,0.128644977,0.878908675,0.418629633,0.839238467,0.46788105,1.435061333,0.2145796,0.9012041,0.415454525,0.2651237,0.859094933,0.59462485,0.49503115,0.3285757,2.200246533,0.804049867,0.223451333,0.132503603,0.783926433,0.1286221,0.576279167,0.494768711,0.734436733,0.6176175,0.668394367,1.3639787,0.162060867,0.85981,0.61820215,0.547495833,0.6991717,0.977969033,0.74879175,0.638058167,0.738427433,0.7714447,0.745187333,0.361325033,0.65269865,0.7657949,0.6253497,0.5596207
503.3381,0.644109211,0.4850666,0.8642354,0.4130772,0.8399572,0.464597125,1.405826,0.207069,0.885074,0.402246075,0.230518133,0.834800767,1.475764,0.5000114,1.07911655,2.636717,0.791931367,0.214208767,0.122614597,0.786954133,0.2215273,0.5560805,0.463441811,0.727436433,2.0735542,0.649686033,1.16386795,0.078625907,0.82013485,0.20043045,0.538013533,0.659392333,0.998427967,0.7087855,0.630926767,0.7070414,0.7737922,0.706571367,0.3517259,0.9216871,0.758354433,0.6227078,0.546957867
505.2666,0.889099942,0.864385933,0.858825275,0.4072258,0.8395597,0.44858775,1.497236,0.204610867,0.886132667,0.38671765,0.2124561,0.814408267,1.6360215,0.49858945,1.33047205,1.662151333,0.7687208,0.203522533,0.110733913,0.794875833,0.20830615,0.537170533,0.454115322,0.716972067,2.0528146,0.631545533,0.8542935,0.1095897,0.75760005,0.06961881,0.5300381,0.638325144,1.044887067,0.65701775,0.628348633,0.675632033,0.773324867,0.675715533,0.342577967,1.4469504,0.7483833,0.62701285,0.5165273
507.1951,1.702735811,1.0443155,0.859407275,0.402063867,0.8352664,0.42494625,1.636145,0.206708033,0.8987093,0.381049425,0.208497733,0.781501267,1.109183,0.48067145,1.72206795,1.699902067,0.7599114,0.194033367,0.09904186,0.8035046,0.140299697,0.530109967,0.4825022,0.7069506,2.0056086,0.615997033,0.96920025,0.08621651,0.7272608,-0.1120997,0.5251396,0.608146967,1.0843383,0.59539375,0.623484267,0.667032433,0.769847333,0.666734767,0.3371317,2.109322,0.732943467,0.62780805,0.491912533
509.1236,1.544519778,1.219781333,0.852763325,0.3972416,0.822361567,0.4005803,1.698753333,0.206599533,0.902441867,0.3772083,0.203246233,0.759378967,1.2434925,0.45631055,1.43828555,1.35142845,0.758849533,0.183547667,0.087306553,0.7997394,0.193526775,0.524548533,0.513856656,0.697988433,2.9156505,0.611359433,0.72674705,0.05601775,0.6987323,-0.13333125,0.520515867,0.633851822,1.095293533,0.55057075,0.6199247,0.665637267,0.766503767,0.656964767,0.333754733,2.610672,0.7287349,0.627810675,0.499219067
511.0521,1.054877367,1.351775733,0.843306175,0.393368033,0.8066148,0.383917275,1.740347667,0.196190733,0.884417867,0.3663557,0.17909339,0.750382033,0.96206575,0.43507835,1.2542903,1.3802294,0.7433634,0.171313567,0.077049853,0.782898633,0.208756445,0.5189201,0.485618789,0.691435233,2.8740775,0.6196029,0.27767525,0.01765561,0.66123765,0.049925275,0.5130488,0.664092033,1.066013667,0.53937965,0.616301633,0.656338967,0.7633087,0.6530709,0.3307431,2.53673,0.7137926,0.617427775,0.503992333
512.9806,0.796644444,1.259758567,0.831674375,0.3889956,0.7869702,0.36819025,1.744963,0.183503133,0.875586233,0.3554888,0.17134163,0.735792567,1.5671545,0.3541818,0.38010215,0.37534579,0.721085067,0.161434933,0.068493873,0.757062033,0.210476075,0.5157376,0.489800844,0.6848989,0.781973105,0.6257363,0.433727,-0.005338417,0.6142087,0.72493065,0.503693233,0.677909267,1.010933267,0.524367,0.6089093,0.646264967,0.753014,0.654091367,0.3275655,3.118497,0.6844556,0.606288,0.516294967
514.9091,0.917273467,1.365155267,0.821622175,0.382661167,0.775018433,0.365794925,1.645151667,0.1673685,0.8581225,0.343579025,0.159470843,0.7256462,1.903146,0.3640099,0.21598139,1.271148233,0.696935067,0.152961633,0.058172897,0.7382725,0.198540195,0.509403733,0.498239711,0.677410467,3.099476,0.629800333,1.31328555,-0.024966597,0.5762943,0.7602941,0.4969278,0.638524011,0.9454823,0.52574935,0.601556633,0.654531733,0.740073867,0.659433,0.3207613,3.11397,0.667174867,0.58607,0.5282231
516.8376,1.006209511,1.4926739,0.825661425,0.375705667,0.767001633,0.366605175,1.701698,0.153921533,0.825215833,0.331691575,0.14433686,0.7058273,1.665764,0.33848735,0.54951947,1.295003533,0.680915133,0.145401167,0.047546607,0.719686933,0.182505655,0.4934622,0.476989,0.6648035,2.735925,0.620252167,1.31456605,-0.04673492,0.55508965,1.51623195,0.488033267,0.579243422,0.870219,0.5324734,0.594207133,0.661463167,0.730337167,0.676173133,0.311527433,2.9063115,0.649266733,0.5690637,0.519701733
518.7661,1.140536567,0.518100167,0.835028875,0.3699502,0.753630767,0.364862525,1.765062333,0.139601933,0.8034921,0.3226037,0.147612577,0.695325467,1.9819105,0.31604435,0.392323919,1.5724568,0.675840267,0.1389337,0.03867235,0.7053045,0.0643461,0.4819732,0.446102411,0.6497196,2.5304976,0.615068967,1.05690105,-0.094336163,0.53271555,1.974032,0.476436767,0.557886656,0.802584733,0.54037825,0.583193033,0.660245667,0.7269193,0.707171867,0.301949233,2.5511255,0.639973033,0.553460525,0.513632033
520.6946,1.0933422,0.961126933,0.83396855,0.365620833,0.7364682,0.359873775,1.791828,0.12185368,0.772929633,0.314723925,0.15925846,0.7075506,1.8575335,0.30064705,0.248266495,1.5696902,0.672517067,0.134341333,0.032263454,0.697491933,0.1623131,0.476597933,0.444876356,0.6374822,0.6076679,0.6163602,0.883869,-0.14122932,0.53308225,2.046022,0.4636876,0.556207133,0.7699573,0.55272055,0.5659274,0.658671833,0.723787433,0.741779267,0.2938388,1.311936,0.631932267,0.54824465,0.534170933
522.6231,1.158502,0.822242793,0.823622175,0.361835767,0.742454967,0.355584725,1.834523667,0.101987023,0.783369167,0.305788625,0.14973759,0.730042233,2.48684715,0.30121925,0.215782,0.462410217,0.664794967,0.130195667,0.024906746,0.699498867,0.04147746,0.475190333,0.420493344,0.631479633,1.91399605,0.622704333,0.51165045,-0.180373947,0.4763387,1.63808855,0.452548733,0.586005656,0.701878833,0.5598546,0.553766433,0.654271533,0.715939667,0.759487567,0.286570133,0.5449372,0.616603567,0.53727925,0.552748067
524.5516,0.578897278,0.550821967,0.811307775,0.3556645,0.7533673,0.352846525,1.787803,0.085231367,0.8031884,0.294610625,0.164005483,0.734699367,3.090784,0.3119683,0.42006337,0.249795393,0.645527633,0.123355967,0.01636593,0.7041706,0.1595679,0.470513867,0.413977133,0.627391,1.7875854,0.626734133,0.3524569,-0.130590383,0.5414748,1.76146,0.442220733,0.590803289,0.686092667,0.57348415,0.5246739,0.635659667,0.707805267,0.782618767,0.2785241,0.40942935,0.601583367,0.528879975,0.5719393
526.4801,0.785003089,0.34822,0.7993724,0.348903867,0.767603033,0.3445475,1.696692667,0.07320204,0.807659267,0.284408875,0.144527733,0.726399167,4.7175095,0.3258273,0.409470955,0.417847167,0.6380747,0.117112233,0.00772002,0.707060867,0.1376526,0.461212367,0.420751533,0.6237994,0.236453419,0.6221428,0.097739735,-0.259374067,0.5332597,0.3590323,0.431930833,0.559048789,0.843165467,0.58496255,0.5459864,0.6093697,0.702012967,0.801947967,0.269744067,0.5711887,0.5990124,0.52093695,0.5837027
528.4086,0.742603267,0.294119767,0.789331675,0.3432416,0.764752933,0.324807575,1.596009433,0.062372307,0.780302,0.277849475,0.121800423,0.702657067,4.5252515,0.30602315,-0.02802071,1.513692333,0.640257867,0.111387423,-0.000697421,0.711341967,0.1228217,0.449309767,0.453833322,0.617259033,0.6906368,0.607110233,-0.0318819,-0.279375173,0.51980255,0.47513855,0.422078133,0.583270856,0.9965098,0.5857387,0.541444067,0.585566933,0.696693767,0.801825,0.263617967,0.30410543,0.601306133,0.519805275,0.574186733
530.3371,1.670211444,0.2735797,0.776891475,0.337767533,0.755183367,0.301578325,1.562576067,0.05643531,0.749021467,0.273587175,0.109086917,0.668494733,2.1186423,0.33188935,0.06637215,1.305181167,0.629511233,0.105250573,-0.008531253,0.716580633,0.13640274,0.4414544,0.464489044,0.604951933,1.1285898,0.594771533,0.3133152,-0.3970528,0.4949144,1.1146915,0.418085033,0.544883133,1.130663367,0.58528715,0.527945033,0.561845067,0.6936394,0.777460967,0.258350267,0.4545804,0.597500667,0.515630975,0.557799267
532.2656,1.691732611,0.2667417,0.764537,0.330989767,0.743699867,0.295939275,1.4987679,0.058244347,0.7474345,0.267902225,0.065038373,0.634311067,3.972214,0.34848905,1.0675655,0.929074767,0.622941033,0.099386093,-0.015512099,0.7168655,0.14389635,0.435786133,0.412661833,0.590089267,0.383673935,0.583345267,2.0349065,-0.232312197,0.4858834,0.44517435,0.4143081,0.522760278,1.2335046,0.576589,0.5165953,0.5399006,0.692668367,0.7523207,0.252348167,0.53829235,0.591192567,0.5218438,0.533141033
534.1941,0.847061411,0.161151613,0.7511762,0.324393467,0.727209333,0.283092475,1.619753667,0.06053737,0.755745767,0.26156215,0.062215897,0.616274,3.614749,0.39850625,1.53168195,-0.156108543,0.631074633,0.092407193,-0.02357257,0.707820867,0.059061565,0.4325645,0.382728133,0.577320133,0.51563605,0.571894033,2.28272805,-0.215673653,0.516543,0.106500275,0.409497767,0.561242644,1.122236367,0.54575015,0.505635367,0.5313479,0.689096733,0.726155,0.246769433,0.6125086,0.582914567,0.521425,0.4979963
536.1226,1.012153844,0.112203833,0.730287925,0.318484867,0.7015628,0.293647325,1.692536333,0.060447073,0.765282967,0.25387955,0.105674,0.6126277,1.484713,0.42273745,1.50958135,-0.166941577,0.637673867,0.083003167,-0.029409537,0.684987567,-0.019617055,0.424758,0.364102499,0.569134767,1.25155585,0.568836967,2.7008206,-0.161625767,0.505128,0.41787794,0.4047261,0.560430444,1.3087407,0.50466175,0.492987733,0.525193033,0.6800821,0.6749574,0.2397786,0.84468605,0.576346733,0.518508575,0.476208
538.0511,0.501436948,0.311000533,0.70442295,0.3131137,0.674312233,0.3078976,1.615962667,0.05751057,0.760302333,0.2435224,0.080282457,0.618343833,0.54135165,0.4262093,1.2606856,0.1718531,0.625544733,0.0727383,-0.0319014,0.666972933,0.07189347,0.419478067,0.373794467,0.5681682,1.9102115,0.569467467,2.7631605,-0.22876472,0.481279,0.066857595,0.4015001,0.520016411,1.318899567,0.4848958,0.47505764,0.518863133,0.6718618,0.618487633,0.2344172,1.06929655,0.5731703,0.505667525,0.457341933
539.9796,0.728531144,0.198959533,0.68240395,0.306316733,0.643821667,0.3230949,1.565195,0.052216715,0.745372867,0.2353947,0.067425663,0.626059633,0.9962079,0.41363095,-0.7775999,0.358109407,0.612998667,0.064019097,-0.035928457,0.663631233,0.115425225,0.408612333,0.382800467,0.5673096,1.4374507,0.556794867,2.6425538,-0.192366447,0.48085005,-0.15245705,0.398237333,0.500377911,1.296669767,0.46393755,0.447109213,0.5076014,0.663326933,0.579607033,0.231608333,1.22164435,0.574135033,0.495728775,0.449787233
541.9081,0.794273364,0.507505133,0.66922615,0.2986638,0.626650967,0.3352211,1.687181,0.049577427,0.7601578,0.23286055,0.059128893,0.619024667,1.7977243,0.3913188,-0.8106332,0.4732622,0.589492067,0.058001937,-0.041289903,0.6681483,0.107368685,0.3897468,0.374171078,0.564696767,1.874161,0.530126233,2.329488,-0.378893796,0.47481575,0.12723807,0.397301033,0.488489933,1.194592033,0.4506656,0.4424936,0.524448633,0.6545946,0.558347467,0.2257623,0.8234796,0.585219567,0.483907475,0.435675767
543.8365,1.166696222,0.567329533,0.664807975,0.291905067,0.604902833,0.338013475,1.923161333,0.05430139,0.764025967,0.2309949,0.080166787,0.6068484,1.7214456,0.37000185,0.84959365,0.652504733,0.564952733,0.052546077,-0.043782157,0.667012233,0.1462326,0.3733795,0.395389878,0.560881267,0.1654223,0.497951933,0.0933264,-0.592354916,0.45980055,0.48082505,0.398882167,0.501862122,0.921375333,0.4356679,0.433907457,0.533344967,0.644965933,0.5335004,0.221215033,0.69446895,0.575817967,0.48345245,0.4484582
545.7651,0.888230756,0.7797513,0.657606175,0.288206833,0.587846833,0.33378325,2.064318333,0.05902731,0.734736667,0.22042195,0.013129687,0.600310933,1.4036717,0.3319784,1.35443375,1.767751333,0.5547945,0.049679807,-0.045382273,0.6591324,0.175029265,0.367922367,0.369873622,0.561881733,2.171343,0.482073067,1.2425766,-0.430979153,0.4647061,0.90958477,0.405377167,0.473293756,0.889873467,0.4102993,0.415308389,0.542437067,0.637889067,0.506816833,0.216990567,1.32514655,0.584235667,0.47735015,0.460314067
547.6935,0.679552312,0.643527273,0.6413827,0.285306133,0.602116367,0.318732775,2.146574,0.050435557,0.698727267,0.205904725,-0.03558895,0.589808333,0.5123024,0.2773982,1.5181706,2.400903833,0.551459433,0.049092653,-0.046528447,0.644552767,0.1251406,0.361477033,0.340217804,0.5637803,1.875796,0.468714833,0.433678597,-0.222375551,0.4782195,0.712502335,0.4126661,0.4547643,0.939504167,0.40367235,0.37192427,0.5578767,0.631686567,0.485367,0.210146567,1.3002492,0.615446867,0.4721377,0.4450874
549.6221,0.807989622,0.576522338,0.6251528,0.281528767,0.6359734,0.301737675,1.996461,0.056966843,0.7300101,0.206834175,0.028912013,0.5919365,0.78258505,0.149480735,1.4624195,3.012022367,0.563168133,0.04999383,-0.05021384,0.632089467,0.030138,0.3534826,0.359526836,0.5642997,0.4611885,0.458169567,0.2159007,-0.152513743,0.48527235,0.352422445,0.420141733,0.469734122,0.763411833,0.4604586,0.382606593,0.565670467,0.622314467,0.4804105,0.202080833,1.2041564,0.630976767,0.463568925,0.478923033
